Employee_ID,Country,Age,Education_Level,Marital_Status,Number_of_Children,Industry_Sector,Years_of_Experience,Remote_Work_Type,Monthly_Salary_USD,Weekly_Work_Hours,Promotion_Last_2_Years,Work_Life_Balance_Score
10336,Germany,47,Master,Divorced,4,Government,1,Hybrid,1662,59,No,4.62
10337,South Africa,55,Diploma,Married,3,Healthcare,2,No,1410,35,No,4.11
10338,South Africa,37,PhD,Married,4,IT,4,Hybrid,1446,55,No,8.82
10339,Canada,40,High School,Married,0,Manufacturing,10,Yes,2647,29,Yes,7.75
10340,France,55,PhD,Married,2,Finance,29,Hybrid,7163,52,No,5.07
10341,India,31,Diploma,Single,0,Healthcare,8,No,2810,46,Yes,6.26
10342,USA,25,Diploma,Married,0,IT,7,Hybrid,2719,53,Yes,4.24
10343,Japan,24,Diploma,Single,0,Manufacturing,6,Hybrid,2188,44,Yes,3.51
10344,USA,25,Master,Married,3,Hospitality,2,Yes,1828,59,No,5.39
10345,Germany,28,Diploma,Single,0,Education,10,Yes,3435,26,No,8.64
10346,UK,23,High School,Single,0,IT,3,No,1739,35,No,1.89
10347,Australia,31,Diploma,Married,0,Hospitality,13,Yes,3650,51,Yes,7.6
10348,Japan,29,Diploma,Divorced,4,Retail,11,Hybrid,3037,38,Yes,9.15
10349,Japan,50,Diploma,Single,0,IT,24,Yes,6171,38,No,6.22
10350,South Africa,25,PhD,Single,0,Finance,0,Hybrid,1140,41,No,9.98
10351,India,21,Bachelor,Divorced,0,IT,0,Yes,1278,36,No,7.5
10352,USA,44,Bachelor,Divorced,3,IT,19,No,5287,55,No,3.84
10353,UK,41,Master,Divorced,4,Government,4,No,2252,53,No,2.19
10354,Brazil,50,PhD,Married,2,Hospitality,22,Yes,5372,35,Yes,9.74
10355,Australia,52,High School,Married,0,Manufacturing,28,Yes,7045,39,Yes,9.33
10356,Japan,43,PhD,Married,3,Hospitality,0,No,650,36,No,7.52
10357,France,51,Diploma,Married,2,Hospitality,9,Yes,2714,51,Yes,4.06
10358,Australia,21,Bachelor,Single,0,Finance,0,Yes,1489,31,No,7.11
10359,Japan,55,Diploma,Single,0,IT,24,No,5597,39,No,3.7
10360,Australia,41,Master,Single,0,Finance,18,Hybrid,4710,57,Yes,4.95
10361,USA,36,Master,Single,0,Education,12,Hybrid,3162,35,Yes,2.44
10362,USA,41,PhD,Single,0,Manufacturing,15,No,4263,57,Yes,2.82
10363,India,38,PhD,Single,0,Hospitality,12,Yes,3043,25,Yes,4.09
10364,Germany,31,High School,Married,4,Healthcare,13,Yes,3445,52,No,6.03
10365,USA,21,PhD,Married,2,Retail,0,Yes,1123,36,Yes,3.86
10366,South Africa,21,Bachelor,Married,1,Retail,0,Hybrid,1071,32,No,9.66
10367,UK,55,Master,Single,0,Government,32,Hybrid,7780,51,No,7.68
10368,India,56,Bachelor,Single,0,Education,13,Yes,3101,38,Yes,9.14
10369,USA,49,Diploma,Married,3,IT,31,No,7596,41,No,8.06
10370,USA,56,High School,Divorced,2,Government,31,Hybrid,7003,58,No,9.64
10371,France,42,Bachelor,Single,0,Retail,21,Yes,4953,53,Yes,1.59
10372,UK,59,Diploma,Divorced,3,Healthcare,31,Yes,7351,52,Yes,5.81
10373,Brazil,45,High School,Single,0,Manufacturing,0,Yes,952,53,No,2.86
10374,USA,43,Diploma,Married,0,Manufacturing,25,Yes,5536,26,Yes,5.59
10375,India,44,High School,Single,0,IT,16,Hybrid,3859,51,Yes,6.43
10376,Brazil,49,Diploma,Divorced,4,Hospitality,27,No,5908,51,No,4.57
10377,France,32,High School,Single,0,Hospitality,14,Hybrid,3532,53,Yes,6.43
10378,South Africa,32,High School,Divorced,0,Government,11,Yes,2798,53,No,5.72
10379,Germany,43,High School,Married,4,Finance,13,Hybrid,3758,33,Yes,5.28
10380,UK,49,Diploma,Divorced,4,Education,11,Yes,3515,36,Yes,2.74
10381,USA,57,PhD,Married,3,Government,25,Yes,5707,32,Yes,4.01
10382,Brazil,23,PhD,Married,1,Hospitality,0,Hybrid,630,47,No,9.47
10383,South Africa,50,High School,Divorced,0,Hospitality,22,No,5303,25,Yes,4.65
10384,South Africa,29,Bachelor,Married,1,Hospitality,8,Yes,2251,58,No,1.89
10385,Canada,59,Diploma,Divorced,4,IT,3,No,1153,30,No,8.1
10386,Germany,47,Bachelor,Divorced,4,Manufacturing,22,No,5019,58,Yes,9.63
10387,Canada,38,Diploma,Single,0,Education,18,Yes,4772,27,Yes,9.65
10388,Brazil,37,High School,Married,1,Finance,19,Hybrid,5219,46,Yes,5.97
10389,Canada,28,Diploma,Married,3,Manufacturing,1,Yes,1327,54,No,3.27
10390,Australia,25,Master,Married,1,Education,2,No,1486,52,No,4.71
10391,Germany,24,Bachelor,Married,0,IT,3,Yes,1724,35,No,8.86
10392,Japan,44,Diploma,Married,2,Government,8,No,3067,34,No,7.87
10393,Australia,49,PhD,Divorced,4,Healthcare,23,Hybrid,5519,42,Yes,5.94
10394,Canada,57,Diploma,Married,3,Hospitality,27,Hybrid,6321,27,No,1.5
10395,Canada,52,Master,Divorced,0,Education,13,Yes,3203,52,Yes,7.88
10396,India,42,Master,Married,0,Retail,19,No,5151,44,Yes,9.85
10397,Australia,21,PhD,Divorced,2,Finance,0,Yes,753,32,No,3.7
10398,Canada,49,High School,Married,0,Healthcare,6,No,1926,59,Yes,4.03
10399,Japan,28,PhD,Single,0,Healthcare,2,No,1011,27,No,7.4
10400,South Africa,47,Diploma,Married,3,IT,29,Yes,6809,53,Yes,5.66
10401,Brazil,26,High School,Divorced,1,Hospitality,8,Hybrid,2572,46,Yes,5.08
10402,Germany,33,Diploma,Single,0,Retail,15,Hybrid,3598,29,No,4.46
10403,UK,22,Master,Divorced,0,Hospitality,0,Hybrid,652,54,No,4.68
10404,South Africa,42,PhD,Divorced,1,Hospitality,13,Hybrid,3960,44,No,4.22
10405,UK,46,Master,Divorced,1,Manufacturing,23,Yes,6013,25,Yes,7.5
10406,India,46,Master,Single,0,Manufacturing,16,Hybrid,4595,44,Yes,2.64
10407,Brazil,42,Diploma,Single,0,Education,24,No,6177,51,Yes,1.19
10408,Australia,59,Master,Single,0,Government,22,Hybrid,5237,51,Yes,1.76
10409,France,58,PhD,Married,2,Hospitality,24,No,6005,45,Yes,8.86
10410,Australia,46,High School,Married,2,Retail,14,Hybrid,4121,55,Yes,2.06
10411,Australia,25,PhD,Married,0,Hospitality,0,Yes,662,43,Yes,5.14
10412,India,50,Diploma,Married,0,IT,25,Yes,6219,54,Yes,4.74
10413,Japan,43,Diploma,Divorced,3,Retail,25,Hybrid,6456,53,Yes,1.14
10414,South Africa,53,Master,Single,0,Retail,4,Hybrid,1980,44,No,1.75
10415,Germany,43,High School,Married,0,Government,12,Hybrid,3895,33,Yes,2.41
10416,Germany,55,PhD,Divorced,0,Manufacturing,2,No,1060,57,No,5.54
10417,USA,31,High School,Married,4,IT,4,No,1879,37,No,7.22
10418,Australia,34,Bachelor,Divorced,1,Healthcare,13,Yes,3900,46,Yes,9.2
10419,South Africa,56,Master,Single,0,Government,33,No,7497,37,No,3.1
10420,Canada,54,High School,Single,0,Finance,30,No,6776,59,No,7.39
10421,South Africa,59,Diploma,Married,2,Retail,31,No,7515,45,Yes,6.81
10422,France,37,High School,Single,0,Education,19,Yes,5215,41,Yes,9.29
10423,South Africa,25,High School,Married,2,Finance,7,Hybrid,2403,36,No,8.94
10424,Brazil,44,Diploma,Married,4,IT,26,No,6595,43,Yes,6.96
10425,Germany,21,High School,Single,0,Manufacturing,2,Hybrid,1291,30,No,4.67
10426,Brazil,39,Bachelor,Married,2,Hospitality,18,Hybrid,4234,31,Yes,1.34
10427,France,30,PhD,Single,0,Manufacturing,3,Yes,1294,55,Yes,3.23
10428,Brazil,27,Bachelor,Single,0,Finance,6,Yes,2100,55,Yes,8.37
10429,Japan,38,Master,Divorced,3,Healthcare,13,Hybrid,3739,34,Yes,6.43
10430,South Africa,23,Diploma,Married,3,Manufacturing,3,No,1132,59,No,5.86
10431,Canada,35,Diploma,Married,1,Education,16,Hybrid,4387,52,No,3.31
10432,South Africa,23,High School,Divorced,0,IT,3,Yes,1559,31,No,4.78
10433,UK,52,High School,Divorced,4,Finance,13,No,4054,27,Yes,6.04
10434,France,29,High School,Single,0,Healthcare,11,No,3582,44,No,7.63
10435,Germany,34,Bachelor,Married,3,Education,13,Yes,3569,27,Yes,6.26
10436,Canada,49,Master,Divorced,3,Hospitality,26,No,6074,59,Yes,7.12
10437,Canada,47,Diploma,Single,0,IT,15,Hybrid,3521,35,Yes,3.44
10438,France,39,High School,Married,4,Retail,16,No,4449,55,No,1.64
10439,Australia,41,Master,Single,0,Retail,5,Hybrid,2169,38,No,1.66
10440,Canada,44,Bachelor,Single,0,Education,23,Hybrid,5137,55,Yes,8.94
10441,Australia,49,Diploma,Married,4,Finance,31,No,6929,59,Yes,8.85
10442,South Africa,49,Diploma,Single,0,Hospitality,24,No,5664,52,No,2.81
10443,UK,36,Master,Single,0,Finance,13,Yes,3662,39,Yes,9.75
10444,India,54,Bachelor,Divorced,0,IT,10,No,2937,40,Yes,3.15
10445,Japan,21,Master,Married,4,Government,0,Yes,1275,46,No,2.73
10446,India,22,Bachelor,Married,1,Finance,1,Hybrid,982,37,No,6.32
10447,South Africa,45,Bachelor,Single,0,Healthcare,24,Yes,5326,57,Yes,5.59
10448,Japan,57,Master,Divorced,1,Manufacturing,20,No,4725,51,Yes,9.42
10449,Australia,43,Bachelor,Married,0,Healthcare,18,Yes,4376,35,Yes,7.59
10450,India,22,Bachelor,Single,0,Government,1,Hybrid,1497,40,No,4.48
10451,USA,41,Master,Married,1,Education,11,Hybrid,3308,30,Yes,6.35
10452,USA,29,Master,Single,0,Finance,4,Yes,1583,58,Yes,2.38
10453,UK,44,Master,Divorced,0,IT,21,No,5578,47,Yes,6.15
10454,Australia,48,PhD,Divorced,0,Healthcare,0,No,1459,34,No,6.3
10455,Australia,56,PhD,Single,0,Government,20,Yes,4980,55,Yes,6.95
10456,South Africa,35,PhD,Divorced,3,Education,9,Yes,2752,34,Yes,6.09
10457,UK,43,Bachelor,Single,0,Manufacturing,13,Yes,3928,47,No,4.23
10458,USA,46,Master,Divorced,3,IT,23,No,5915,45,No,8.75
10459,USA,46,Master,Married,4,Government,23,Hybrid,5758,27,Yes,8.27
10460,India,51,Diploma,Divorced,4,Retail,24,No,5815,44,No,9.32
10461,Germany,33,Diploma,Married,4,Hospitality,15,Hybrid,4046,41,Yes,5.87
10462,Canada,44,High School,Divorced,3,IT,9,Yes,2491,36,No,8.14
10463,Brazil,59,Master,Divorced,0,Healthcare,33,No,7148,54,Yes,4.05
10464,South Africa,45,High School,Married,3,Finance,22,Yes,5411,33,Yes,9.12
10465,Canada,43,Bachelor,Divorced,2,Hospitality,10,No,2516,35,Yes,2.07
10466,Brazil,48,Master,Married,0,Manufacturing,25,Hybrid,5671,32,Yes,6.16
10467,Germany,23,Diploma,Divorced,4,Healthcare,3,Yes,1319,30,No,5.83
10468,Canada,39,PhD,Divorced,3,Education,2,Yes,1057,35,No,4.69
10469,Brazil,58,Master,Married,4,Government,29,Hybrid,6776,50,Yes,9.23
10470,Canada,38,High School,Married,1,IT,13,Yes,3145,55,Yes,7.49
10471,South Africa,38,Diploma,Single,0,Healthcare,2,Hybrid,1272,31,No,4.14
10472,Canada,25,Master,Married,4,Retail,2,No,1417,30,No,3.11
10473,France,46,Diploma,Divorced,3,Hospitality,28,No,6198,45,Yes,9.93
10474,UK,50,High School,Single,0,Retail,32,Hybrid,7791,29,No,4.1
10475,Brazil,32,Diploma,Single,0,Retail,13,No,3844,46,Yes,1.11
10476,Canada,58,Master,Married,4,IT,5,Hybrid,1536,38,No,1.36
10477,Japan,52,PhD,Single,0,Retail,16,Yes,3979,54,No,3.32
10478,South Africa,24,Bachelor,Single,0,Healthcare,3,No,1448,56,No,8.82
10479,South Africa,51,High School,Divorced,4,Education,14,No,3796,52,Yes,8.32
10480,South Africa,34,Bachelor,Married,4,Government,13,Hybrid,3401,44,Yes,5.59
10481,Japan,26,High School,Single,0,Hospitality,8,Hybrid,2280,51,No,5.19
10482,Japan,21,PhD,Single,0,Healthcare,0,Hybrid,1106,53,Yes,7.52
10483,South Africa,36,PhD,Single,0,Retail,10,Hybrid,2598,29,No,2.41
10484,USA,57,PhD,Divorced,3,IT,2,Hybrid,1599,55,No,7.83
10485,France,34,High School,Single,0,Government,11,Yes,3692,44,Yes,1.89
10486,USA,53,PhD,Divorced,0,Finance,16,Hybrid,3815,52,No,4.39
10487,USA,53,PhD,Married,3,Healthcare,27,Yes,6090,42,Yes,8.87
10488,Brazil,32,Diploma,Single,0,Finance,14,Hybrid,3552,46,Yes,2.3
10489,Germany,22,Diploma,Single,0,Manufacturing,3,Hybrid,2080,53,No,7.67
10490,India,53,Bachelor,Married,1,Retail,30,Yes,7427,29,No,3.94
10491,France,27,Diploma,Divorced,4,Government,9,Hybrid,3282,30,Yes,2.59
10492,South Africa,24,Bachelor,Divorced,1,Education,3,Yes,1260,55,No,1.49
10493,Australia,59,Master,Divorced,3,Finance,31,No,6955,36,Yes,5.78
10494,UK,51,Bachelor,Divorced,0,Government,18,Hybrid,4422,53,Yes,1.15
10495,Japan,25,PhD,Divorced,3,Manufacturing,0,No,627,54,No,6.8
10496,UK,48,Bachelor,Divorced,0,Government,19,No,4317,43,Yes,4.31
10497,France,51,PhD,Married,4,Retail,20,Yes,5292,28,Yes,9.48
10498,USA,47,PhD,Single,0,Healthcare,21,No,5434,50,Yes,6.3
10499,France,47,Master,Divorced,4,IT,15,Hybrid,4065,31,Yes,3.13
10500,France,48,Diploma,Single,0,Retail,6,Yes,2269,45,No,7.76
10501,UK,46,Diploma,Married,0,Hospitality,2,No,1222,34,No,2.69
10502,Canada,23,High School,Single,0,IT,3,No,1971,47,No,1.98
10503,Canada,42,PhD,Divorced,4,Retail,16,Hybrid,4385,43,Yes,3.29
10504,Germany,41,PhD,Single,0,Hospitality,15,Yes,4291,42,Yes,7.36
10505,France,31,Master,Single,0,Government,1,No,1325,30,No,6.14
10506,Germany,54,Diploma,Married,2,Education,17,No,4187,49,Yes,3.9
10507,Germany,58,Master,Single,0,Retail,9,Hybrid,3242,47,No,4.34
10508,India,39,Master,Married,4,Education,16,Yes,4553,25,Yes,6.87
10509,UK,38,Bachelor,Single,0,Retail,17,Hybrid,4562,25,Yes,6.62
10510,USA,38,High School,Married,3,Hospitality,12,Yes,3861,44,Yes,4.47
10511,Japan,55,Diploma,Divorced,0,Education,33,No,7738,34,Yes,6.04
10512,France,29,Diploma,Single,0,IT,11,Yes,2854,59,Yes,4.84
10513,Brazil,34,High School,Divorced,3,Retail,16,Yes,4189,42,No,3.71
10514,India,26,PhD,Divorced,1,Government,0,No,885,35,No,5.89
10515,South Africa,43,High School,Single,0,Retail,14,Yes,4285,33,Yes,2.92
10516,France,39,High School,Married,2,Manufacturing,13,No,3884,49,Yes,5.83
10517,Canada,22,Master,Married,1,Education,0,Hybrid,603,40,No,4.79
10518,UK,53,PhD,Single,0,Manufacturing,27,No,6828,41,Yes,4.9
10519,Canada,28,High School,Divorced,1,Healthcare,10,Yes,2892,58,Yes,9.48
10520,UK,25,Bachelor,Divorced,1,IT,4,Hybrid,2110,25,No,9.63
10521,South Africa,50,Bachelor,Single,0,Education,29,No,6545,53,Yes,2.66
10522,Canada,33,PhD,Divorced,2,Government,7,Yes,2075,53,Yes,8.87
10523,Australia,57,Diploma,Divorced,2,Finance,13,No,3138,25,Yes,6.51
10524,France,21,Bachelor,Divorced,4,Hospitality,0,No,976,32,No,1.19
10525,South Africa,58,PhD,Divorced,0,Education,2,Hybrid,1581,47,No,3.0
10526,Canada,23,Master,Divorced,0,Hospitality,0,No,1258,25,No,3.72
10527,Australia,42,Master,Divorced,0,Government,19,Yes,4837,52,Yes,6.96
10528,Canada,43,High School,Married,4,Finance,23,No,5966,28,Yes,5.1
10529,South Africa,30,Diploma,Single,0,Healthcare,10,Yes,3317,51,Yes,3.9
10530,UK,51,High School,Married,3,Healthcare,33,No,8020,29,Yes,2.99
10531,France,43,PhD,Single,0,Government,3,Yes,1507,54,No,3.49
10532,South Africa,44,PhD,Married,3,Manufacturing,18,Hybrid,4624,32,No,2.08
10533,India,31,PhD,Divorced,4,Government,5,No,2327,31,No,8.3
10534,Germany,29,PhD,Divorced,4,Government,3,Hybrid,1605,38,No,1.83
10535,India,32,Diploma,Single,0,IT,14,Yes,4202,30,Yes,1.4
10536,UK,24,Bachelor,Divorced,4,Hospitality,3,No,1924,51,Yes,5.08
10537,Australia,28,PhD,Single,0,Manufacturing,2,Hybrid,935,30,Yes,9.44
10538,Brazil,37,High School,Single,0,Retail,19,Yes,4984,55,Yes,2.56
10539,UK,27,Diploma,Single,0,Education,9,Yes,2319,50,Yes,8.26
10540,UK,28,PhD,Divorced,2,Government,2,Yes,1220,57,Yes,3.19
10541,Japan,34,Diploma,Single,0,Government,9,Yes,3075,27,No,6.67
10542,USA,37,Master,Divorced,1,Finance,4,Yes,1811,33,Yes,1.3
10543,Germany,23,Diploma,Divorced,4,Manufacturing,3,Yes,1499,41,No,2.18
10544,Canada,25,Master,Divorced,0,Education,2,Hybrid,1553,53,No,2.74
10545,France,23,PhD,Divorced,4,Government,0,No,1471,54,No,8.83
10546,India,50,Master,Married,2,Education,23,No,5982,32,Yes,8.87
10547,Canada,58,Bachelor,Divorced,1,IT,10,Hybrid,2970,29,Yes,9.95
10548,India,34,Bachelor,Single,0,Retail,13,Hybrid,3242,59,Yes,1.79
10549,Japan,45,PhD,Single,0,IT,19,Hybrid,4391,29,No,9.62
10550,Canada,21,Master,Married,2,Manufacturing,0,No,853,42,No,3.09
10551,Brazil,42,Master,Married,4,Retail,19,Hybrid,5133,50,Yes,2.78
10552,India,56,Bachelor,Single,0,IT,22,Yes,5699,36,Yes,2.61
10553,Japan,47,PhD,Single,0,Retail,21,Hybrid,5426,56,No,6.72
10554,India,50,Master,Single,0,Retail,2,No,1858,46,No,1.22
10555,Brazil,36,Bachelor,Single,0,Finance,15,Yes,4353,36,Yes,6.26
10556,India,25,PhD,Divorced,3,Manufacturing,0,Hybrid,550,55,No,8.72
10557,Australia,42,Master,Single,0,Finance,18,Yes,4764,53,Yes,8.75
10558,Germany,48,Diploma,Married,2,Retail,8,Yes,2797,58,Yes,9.9
10559,South Africa,31,High School,Single,0,Healthcare,1,Yes,1274,49,No,4.77
10560,Canada,48,Master,Married,4,Retail,0,Hybrid,689,42,No,3.14
10561,Australia,21,High School,Married,2,Government,0,No,624,42,No,1.17
10562,India,42,High School,Single,0,Retail,17,Hybrid,4049,50,No,1.68
10563,Germany,46,Bachelor,Single,0,Hospitality,10,Yes,2813,33,Yes,1.04
10564,Japan,24,Master,Divorced,4,Education,1,Yes,1269,39,Yes,3.72
10565,Japan,26,Bachelor,Married,2,Manufacturing,5,No,1841,47,No,1.4
10566,UK,21,PhD,Divorced,1,Education,0,No,804,37,No,8.51
10567,Australia,38,Diploma,Single,0,IT,7,No,2591,39,No,3.32
10568,France,31,Master,Single,0,Retail,8,Hybrid,2781,36,Yes,7.24
10569,South Africa,44,PhD,Married,3,Education,7,Hybrid,2737,39,Yes,2.16
10570,India,23,High School,Married,3,Retail,3,Yes,1882,28,No,4.6
10571,Canada,40,High School,Married,0,Retail,9,No,2353,49,Yes,2.26
10572,USA,43,High School,Single,0,Education,11,Hybrid,3143,37,Yes,4.64
10573,UK,33,Bachelor,Single,0,Education,12,No,3512,36,Yes,7.99
10574,Australia,45,Diploma,Married,1,Hospitality,24,Hybrid,6292,46,Yes,8.56
10575,Germany,23,Master,Divorced,1,Hospitality,0,Yes,763,52,No,7.45
10576,Brazil,28,PhD,Divorced,0,Government,0,No,552,51,No,9.66
10577,France,49,Bachelor,Divorced,4,Government,0,No,1071,56,No,5.93
10578,Canada,58,Bachelor,Single,0,IT,24,Hybrid,5919,31,No,4.84
10579,India,28,PhD,Single,0,Manufacturing,2,Yes,904,50,No,6.76
10580,France,56,Bachelor,Married,1,Hospitality,3,No,1202,29,No,5.87
10581,Australia,53,Bachelor,Divorced,3,Hospitality,9,No,2495,45,No,3.32
10582,UK,46,PhD,Single,0,Government,17,No,4673,25,Yes,6.17
10583,Germany,41,Diploma,Single,0,Retail,7,No,2776,54,Yes,5.06
10584,India,26,High School,Divorced,3,Retail,8,Hybrid,3091,32,Yes,6.1
10585,South Africa,56,PhD,Married,4,Finance,25,Hybrid,6383,54,No,7.96
10586,Germany,36,High School,Single,0,Healthcare,18,No,4449,52,Yes,8.03
10587,UK,25,High School,Married,2,IT,7,Hybrid,1946,31,No,1.73
10588,USA,48,High School,Divorced,4,Healthcare,30,Hybrid,7366,58,Yes,4.89
10589,UK,29,Diploma,Single,0,Manufacturing,6,Yes,2522,38,No,5.52
10590,Australia,22,Master,Married,3,Finance,0,No,1435,32,Yes,1.24
10591,Canada,41,Diploma,Single,0,Finance,12,No,3719,34,Yes,6.1
10592,Canada,23,Master,Divorced,0,Government,0,No,1155,31,No,3.71
10593,USA,34,Bachelor,Single,0,Government,6,No,1968,53,Yes,1.16
10594,UK,29,Master,Single,0,Finance,6,Hybrid,2069,52,No,9.49
10595,Canada,42,PhD,Married,1,Manufacturing,16,Hybrid,4335,56,Yes,2.41
10596,Japan,32,PhD,Married,3,Government,6,Hybrid,1805,55,Yes,9.18
10597,Canada,21,Diploma,Divorced,1,IT,3,Hybrid,1769,35,No,6.93
10598,Japan,31,Diploma,Divorced,1,Retail,13,Hybrid,3758,45,Yes,2.0
10599,Canada,54,High School,Single,0,Retail,34,Yes,7956,54,Yes,8.34
10600,USA,48,Master,Single,0,IT,3,No,1219,54,No,2.2
10601,Germany,52,Diploma,Single,0,Hospitality,31,Hybrid,7530,33,Yes,8.01
10602,Canada,32,Diploma,Married,0,Retail,14,Hybrid,4086,32,Yes,2.19
10603,South Africa,52,PhD,Single,0,IT,26,No,6303,56,Yes,9.3
10604,India,57,Master,Divorced,3,Healthcare,25,Hybrid,5557,44,Yes,7.62
10605,UK,54,Diploma,Married,1,Healthcare,30,Hybrid,7450,48,No,4.91
10606,South Africa,30,High School,Married,4,Retail,1,Yes,1045,27,No,1.15
10607,Germany,50,Master,Divorced,2,Healthcare,24,Hybrid,6040,36,Yes,8.7
10608,Germany,35,Bachelor,Single,0,Manufacturing,11,Yes,3173,57,Yes,8.96
10609,Germany,23,Diploma,Single,0,Hospitality,3,No,1216,49,Yes,2.74
10610,UK,30,Bachelor,Single,0,Government,9,Hybrid,3129,54,Yes,5.51
10611,France,32,Diploma,Married,0,Retail,14,Yes,4090,32,No,2.04
10612,India,22,Diploma,Divorced,1,Government,3,Yes,1226,47,No,6.24
10613,France,55,Bachelor,Single,0,Retail,12,Yes,3292,26,Yes,2.19
10614,Canada,38,PhD,Divorced,2,Government,12,Hybrid,3807,37,Yes,7.32
10615,UK,26,PhD,Married,4,Finance,0,No,1140,49,No,3.67
10616,Germany,59,Diploma,Married,0,Government,25,Hybrid,5557,37,Yes,8.75
10617,India,52,Diploma,Married,3,IT,34,No,7933,50,Yes,6.06
10618,Japan,35,Diploma,Married,2,Government,17,Hybrid,4412,34,Yes,6.99
10619,South Africa,38,High School,Single,0,Hospitality,3,Hybrid,1850,29,No,3.78
10620,Australia,43,Bachelor,Divorced,2,Manufacturing,22,No,5701,42,No,3.42
10621,Australia,37,Bachelor,Married,0,Hospitality,3,Hybrid,1195,49,No,2.33
10622,France,26,PhD,Divorced,2,Manufacturing,0,Hybrid,1137,50,Yes,1.86
10623,Japan,41,Master,Married,2,Hospitality,18,No,4217,36,Yes,5.76
10624,India,23,PhD,Divorced,3,Retail,0,No,1059,46,No,8.7
10625,Japan,43,Master,Single,0,IT,20,No,5100,58,No,5.1
10626,UK,25,PhD,Divorced,4,Retail,0,No,987,30,No,8.33
10627,Brazil,54,Master,Single,0,Retail,0,Hybrid,736,32,No,6.94
10628,Brazil,53,PhD,Single,0,Finance,25,Hybrid,6384,25,Yes,2.18
10629,France,45,High School,Single,0,Retail,24,Yes,6196,54,No,5.83
10630,South Africa,31,High School,Married,0,Government,6,Hybrid,1971,39,No,1.63
10631,Canada,37,Diploma,Married,4,Manufacturing,19,No,4488,51,Yes,2.47
10632,Brazil,53,Master,Married,4,Manufacturing,23,Hybrid,6098,30,No,5.16
10633,France,40,Master,Divorced,2,Hospitality,17,Hybrid,4603,37,Yes,7.98
10634,Brazil,39,Diploma,Divorced,2,IT,12,Hybrid,3346,35,Yes,6.52
10635,France,39,Bachelor,Divorced,3,Finance,6,Hybrid,2280,25,Yes,8.88
10636,Australia,21,High School,Married,0,Healthcare,3,No,1889,50,Yes,9.28
10637,India,33,Master,Married,4,Retail,10,Yes,3360,54,Yes,4.12
10638,USA,42,PhD,Married,3,Manufacturing,16,Hybrid,3946,56,Yes,7.23
10639,Australia,37,Diploma,Single,0,Manufacturing,19,Hybrid,5262,36,Yes,2.56
10640,Canada,48,Master,Married,4,IT,25,No,5575,33,Yes,3.38
10641,Australia,39,High School,Married,1,Retail,13,Yes,3253,49,Yes,3.51
10642,UK,36,High School,Single,0,Education,9,Hybrid,2955,29,Yes,8.97
10643,South Africa,49,PhD,Married,0,Government,23,Hybrid,5534,33,Yes,9.34
10644,Brazil,40,PhD,Married,4,Manufacturing,14,Yes,4296,27,Yes,5.66
10645,Germany,31,Diploma,Divorced,0,Education,10,Yes,2585,39,Yes,3.43
10646,South Africa,46,High School,Single,0,Hospitality,28,No,6796,26,No,3.2
10647,Germany,21,High School,Married,2,Education,0,Yes,784,49,No,6.05
10648,Japan,45,Master,Married,3,Manufacturing,22,Yes,5873,29,No,9.88
10649,Brazil,53,Master,Divorced,3,Manufacturing,22,Yes,5119,40,Yes,4.75
10650,Brazil,35,Diploma,Married,3,Government,3,No,1168,27,Yes,4.98
10651,South Africa,58,PhD,Single,0,Manufacturing,12,No,2946,37,Yes,6.74
10652,Canada,35,Diploma,Single,0,Hospitality,17,No,3993,41,Yes,8.07
10653,Japan,48,Diploma,Divorced,2,Manufacturing,22,Yes,5649,46,Yes,9.36
10654,India,23,Bachelor,Single,0,Government,2,Yes,1857,40,Yes,4.44
10655,UK,38,Bachelor,Divorced,3,Healthcare,17,Hybrid,4352,25,No,1.36
10656,South Africa,22,High School,Divorced,3,Finance,3,Hybrid,1303,40,Yes,8.12
10657,Brazil,23,High School,Single,0,IT,3,Yes,2011,55,No,7.34
10658,Brazil,51,High School,Divorced,0,Hospitality,32,No,7117,25,No,2.71
10659,Canada,30,Diploma,Married,1,Finance,12,Yes,3373,39,Yes,4.98
10660,India,44,PhD,Divorced,0,Education,0,Hybrid,931,46,No,6.99
10661,UK,25,Master,Single,0,Manufacturing,2,Hybrid,1240,39,No,1.91
10662,Australia,57,Diploma,Single,0,Hospitality,5,No,2050,56,No,8.88
10663,South Africa,51,High School,Single,0,Retail,31,Yes,7311,44,Yes,9.88
10664,Germany,37,Master,Divorced,3,Government,14,No,3588,29,No,1.4
10665,Canada,26,Diploma,Divorced,3,IT,8,No,2353,42,Yes,7.04
10666,USA,22,Master,Married,2,Finance,0,Hybrid,1233,44,No,4.45
10667,Canada,47,Master,Divorced,2,Education,6,No,2056,47,Yes,8.85
